end_date,school_cycle,start_date,Holdback students (sum).,Incoming students (sum).,School groups (sum).,Schools (sum).,Teachers (sum).,Total students (sum).,oversight_type,grade_study,geography,schooling_type
2021-06-30,2020-2021,2020-08-01,166.0,631.0,55.0,3.0,52.0,797.0,Public,Technical school,Durango,On-site education
2021-06-30,2020-2021,2020-08-01,2027.0,64245.0,2385.0,269.0,5409.0,66272.0,Public,High school,Durango,On-site education
2020-06-30,2019-2020,2019-08-01,,8466.0,489.0,152.0,483.0,8466.0,Private,Pre-school,Durango,On-site education
2020-06-30,2019-2020,2019-08-01,,2254.0,109.0,27.0,46.0,2254.0,Private,Nursery school,Durango,On-site education
2020-06-30,2019-2020,2019-08-01,,63457.0,3436.0,1615.0,3436.0,63457.0,Public,Pre-school,Durango,On-site education
2020-06-30,2019-2020,2019-08-01,,2497.0,152.0,71.0,97.0,2497.0,Public,Nursery school,Durango,On-site education
2021-06-30,2020-2021,2020-08-01,,7703.0,448.0,152.0,447.0,7703.0,Private,Pre-school,Durango,On-site education
2021-06-30,2020-2021,2020-08-01,,2222.0,139.0,30.0,104.0,2222.0,Private,Nursery school,Durango,On-site education
2021-06-30,2020-2021,2020-08-01,,60230.0,3308.0,1597.0,3372.0,60230.0,Public,Pre-school,Durango,On-site education
2021-06-30,2020-2021,2020-08-01,,2186.0,137.0,68.0,96.0,2186.0,Public,Nursery school,Durango,On-site education
2020-06-30,2019-2020,2019-08-01,612.0,1697.0,29.0,6.0,59.0,2309.0,Private,High school,Guanajuato,Remote schooling
2020-06-30,2019-2020,2019-08-01,1.0,9227.0,15.0,13.0,84.0,9228.0,Public,High school,Guanajuato,Remote schooling
2020-06-30,2019-2020,2019-08-01,1397.0,69278.0,3240.0,402.0,3240.0,70675.0,Private,Elementary school,Guanajuato,On-site education
2020-06-30,2019-2020,2019-08-01,658.0,34114.0,1411.0,288.0,3529.0,34772.0,Private,Middle school,Guanajuato,On-site education
2020-06-30,2019-2020,2019-08-01,44.0,920.0,72.0,13.0,99.0,964.0,Private,Technical school,Guanajuato,On-site education
2020-06-30,2019-2020,2019-08-01,6737.0,57555.0,3086.0,435.0,7647.0,64292.0,Private,High school,Guanajuato,On-site education
2020-06-30,2019-2020,2019-08-01,4711.0,632653.0,22607.0,3980.0,22649.0,637364.0,Public,Elementary school,Guanajuato,On-site education
2020-06-30,2019-2020,2019-08-01,2940.0,278752.0,10638.0,1587.0,15209.0,281692.0,Public,Middle school,Guanajuato,On-site education
2020-06-30,2019-2020,2019-08-01,6.0,281.0,22.0,4.0,63.0,287.0,Public,Technical school,Guanajuato,On-site education
2020-06-30,2019-2020,2019-08-01,7432.0,180269.0,5606.0,812.0,12341.0,187701.0,Public,High school,Guanajuato,On-site education
2021-06-30,2020-2021,2020-08-01,696.0,1377.0,23.0,6.0,48.0,2073.0,Private,High school,Guanajuato,Remote schooling
2021-06-30,2020-2021,2020-08-01,0.0,8147.0,67.0,13.0,225.0,8147.0,Public,High school,Guanajuato,Remote schooling
2021-06-30,2020-2021,2020-08-01,598.0,60431.0,3121.0,398.0,3115.0,61029.0,Private,Elementary school,Guanajuato,On-site education
2021-06-30,2020-2021,2020-08-01,288.0,31125.0,1371.0,288.0,3352.0,31413.0,Private,Middle school,Guanajuato,On-site education
2021-06-30,2020-2021,2020-08-01,7.0,830.0,67.0,15.0,93.0,837.0,Private,Technical school,Guanajuato,On-site education
2021-06-30,2020-2021,2020-08-01,4506.0,44124.0,2564.0,436.0,6650.0,48630.0,Private,High school,Guanajuato,On-site education
2021-06-30,2020-2021,2020-08-01,2565.0,636202.0,22624.0,3960.0,22661.0,638767.0,Public,Elementary school,Guanajuato,On-site education
2021-06-30,2020-2021,2020-08-01,2474.0,283247.0,10636.0,1573.0,14744.0,285721.0,Public,Middle school,Guanajuato,On-site education
2021-06-30,2020-2021,2020-08-01,0.0,262.0,21.0,2.0,65.0,262.0,Public,Technical school,Guanajuato,On-site education
2021-06-30,2020-2021,2020-08-01,2809.0,183194.0,5984.0,812.0,12650.0,186003.0,Public,High school,Guanajuato,On-site education
2020-06-30,2019-2020,2019-08-01,,35038.0,2198.0,674.0,2181.0,35038.0,Private,Pre-school,Guanajuato,On-site education
2020-06-30,2019-2020,2019-08-01,,6726.0,350.0,59.0,119.0,6726.0,Private,Nursery school,Guanajuato,On-site education
2020-06-30,2019-2020,2019-08-01,,213455.0,8854.0,3635.0,8899.0,213455.0,Public,Pre-school,Guanajuato,On-site education
2020-06-30,2019-2020,2019-08-01,,1958.0,165.0,31.0,129.0,1958.0,Public,Nursery school,Guanajuato,On-site education
2021-06-30,2020-2021,2020-08-01,,22635.0,1884.0,637.0,1834.0,22635.0,Private,Pre-school,Guanajuato,On-site education
2021-06-30,2020-2021,2020-08-01,,5563.0,351.0,55.0,117.0,5563.0,Private,Nursery school,Guanajuato,On-site education
2021-06-30,2020-2021,2020-08-01,,208442.0,8763.0,3560.0,8786.0,208442.0,Public,Pre-school,Guanajuato,On-site education
2021-06-30,2020-2021,2020-08-01,,1605.0,164.0,33.0,104.0,1605.0,Public,Nursery school,Guanajuato,On-site education
2020-06-30,2019-2020,2019-08-01,53.0,10829.0,32.0,21.0,134.0,10882.0,Public,High school,Guerrero,Remote schooling
2020-06-30,2019-2020,2019-08-01,25.0,15921.0,895.0,134.0,889.0,15946.0,Private,Elementary school,Guerrero,On-site education
2020-06-30,2019-2020,2019-08-01,94.0,7727.0,382.0,94.0,989.0,7821.0,Private,Middle school,Guerrero,On-site education
2020-06-30,2019-2020,2019-08-01,1048.0,7174.0,376.0,88.0,1132.0,8222.0,Private,High school,Guerrero,On-site education
2020-06-30,2019-2020,2019-08-01,4699.0,422232.0,20955.0,4305.0,20938.0,426931.0,Public,Elementary school,Guerrero,On-site education
2020-06-30,2019-2020,2019-08-01,1276.0,184957.0,8828.0,1840.0,11974.0,186233.0,Public,Middle school,Guerrero,On-site education
2020-06-30,2019-2020,2019-08-01,75.0,1189.0,30.0,4.0,95.0,1264.0,Public,Technical school,Guerrero,On-site education
2020-06-30,2019-2020,2019-08-01,8339.0,127498.0,4543.0,743.0,8501.0,135837.0,Public,High school,Guerrero,On-site education
2021-06-30,2020-2021,2020-08-01,46.0,5750.0,21.0,21.0,155.0,5796.0,Public,High school,Guerrero,Remote schooling
2021-06-30,2020-2021,2020-08-01,23.0,13657.0,834.0,133.0,837.0,13680.0,Private,Elementary school,Guerrero,On-site education
2021-06-30,2020-2021,2020-08-01,3.0,6958.0,370.0,93.0,959.0,6961.0,Private,Middle school,Guerrero,On-site education
2021-06-30,2020-2021,2020-08-01,468.0,6690.0,359.0,88.0,1061.0,7158.0,Private,High school,Guerrero,On-site education
2021-06-30,2020-2021,2020-08-01,2606.0,423210.0,21091.0,4313.0,21042.0,425816.0,Public,Elementary school,Guerrero,On-site education
2021-06-30,2020-2021,2020-08-01,1163.0,181064.0,8864.0,1849.0,12053.0,182227.0,Public,Middle school,Guerrero,On-site education
2021-06-30,2020-2021,2020-08-01,42.0,1247.0,30.0,4.0,97.0,1289.0,Public,Technical school,Guerrero,On-site education
2021-06-30,2020-2021,2020-08-01,4663.0,128759.0,4571.0,748.0,8592.0,133422.0,Public,High school,Guerrero,On-site education
2020-06-30,2019-2020,2019-08-01,,8209.0,537.0,166.0,554.0,8209.0,Private,Pre-school,Guerrero,On-site education
2020-06-30,2019-2020,2019-08-01,,1431.0,55.0,17.0,55.0,1431.0,Private,Nursery school,Guerrero,On-site education
2020-06-30,2019-2020,2019-08-01,,168390.0,9578.0,3705.0,9475.0,168390.0,Public,Pre-school,Guerrero,On-site education
2020-06-30,2019-2020,2019-08-01,,2323.0,150.0,68.0,138.0,2323.0,Public,Nursery school,Guerrero,On-site education
2021-06-30,2020-2021,2020-08-01,,5603.0,533.0,165.0,469.0,5603.0,Private,Pre-school,Guerrero,On-site education
2021-06-30,2020-2021,2020-08-01,,1220.0,32.0,16.0,56.0,1220.0,Private,Nursery school,Guerrero,On-site education
2021-06-30,2020-2021,2020-08-01,,163203.0,9704.0,3697.0,9582.0,163203.0,Public,Pre-school,Guerrero,On-site education
2021-06-30,2020-2021,2020-08-01,,1946.0,127.0,67.0,125.0,1946.0,Public,Nursery school,Guerrero,On-site education
2020-06-30,2019-2020,2019-08-01,15.0,1244.0,11.0,7.0,81.0,1259.0,Public,High school,Zacatecas,Remote schooling
2020-06-30,2019-2020,2019-08-01,12.0,10642.0,544.0,73.0,529.0,10654.0,Private,Elementary school,Zacatecas,On-site education
2020-06-30,2019-2020,2019-08-01,18.0,4406.0,222.0,53.0,617.0,4424.0,Private,Middle school,Zacatecas,On-site education
2020-06-30,2019-2020,2019-08-01,139.0,3772.0,214.0,47.0,650.0,3911.0,Private,High school,Zacatecas,On-site education
2020-06-30,2019-2020,2019-08-01,666.0,186946.0,7979.0,1719.0,7986.0,187612.0,Public,Elementary school,Zacatecas,On-site education
2020-06-30,2019-2020,2019-08-01,1328.0,82391.0,4825.0,1108.0,5116.0,83719.0,Public,Middle school,Zacatecas,On-site education
2020-06-30,2019-2020,2019-08-01,3710.0,56809.0,2317.0,252.0,4312.0,60519.0,Public,High school,Zacatecas,On-site education
2021-06-30,2020-2021,2020-08-01,34.0,1416.0,36.0,7.0,77.0,1450.0,Public,High school,Zacatecas,Remote schooling
2021-06-30,2020-2021,2020-08-01,5.0,9629.0,547.0,75.0,523.0,9634.0,Private,Elementary school,Zacatecas,On-site education
2021-06-30,2020-2021,2020-08-01,4.0,4052.0,215.0,52.0,595.0,4056.0,Private,Middle school,Zacatecas,On-site education
2021-06-30,2020-2021,2020-08-01,135.0,3232.0,192.0,50.0,678.0,3367.0,Private,High school,Zacatecas,On-site education
2021-06-30,2020-2021,2020-08-01,381.0,187557.0,7986.0,1726.0,7992.0,187938.0,Public,Elementary school,Zacatecas,On-site education
2021-06-30,2020-2021,2020-08-01,763.0,84516.0,4834.0,1113.0,5090.0,85279.0,Public,Middle school,Zacatecas,On-site education
2021-06-30,2020-2021,2020-08-01,2461.0,56694.0,2548.0,252.0,4594.0,59155.0,Public,High school,Zacatecas,On-site education
2020-06-30,2019-2020,2019-08-01,,5983.0,329.0,112.0,327.0,5983.0,Private,Pre-school,Zacatecas,On-site education
2020-06-30,2019-2020,2019-08-01,,3609.0,169.0,54.0,112.0,3609.0,Private,Nursery school,Zacatecas,On-site education
2020-06-30,2019-2020,2019-08-01,,68735.0,3579.0,1630.0,3489.0,68735.0,Public,Pre-school,Zacatecas,On-site education
2020-06-30,2019-2020,2019-08-01,,1064.0,51.0,11.0,52.0,1064.0,Public,Nursery school,Zacatecas,On-site education
2021-06-30,2020-2021,2020-08-01,,5330.0,333.0,133.0,326.0,5330.0,Private,Pre-school,Zacatecas,On-site education
2021-06-30,2020-2021,2020-08-01,,3150.0,189.0,49.0,66.0,3150.0,Private,Nursery school,Zacatecas,On-site education
2021-06-30,2020-2021,2020-08-01,,68196.0,3565.0,1636.0,3466.0,68196.0,Public,Pre-school,Zacatecas,On-site education
2021-06-30,2020-2021,2020-08-01,,1063.0,59.0,12.0,50.0,1063.0,Public,Nursery school,Zacatecas,On-site education
2020-06-30,2019-2020,2019-08-01,112.0,2466.0,8.0,5.0,46.0,2578.0,Public,High school,Yucatán,Remote schooling
2020-06-30,2019-2020,2019-08-01,70.0,25543.0,1346.0,191.0,1346.0,25613.0,Private,Elementary school,Yucatán,On-site education
2020-06-30,2019-2020,2019-08-01,77.0,12371.0,546.0,120.0,1484.0,12448.0,Private,Middle school,Yucatán,On-site education
2020-06-30,2019-2020,2019-08-01,1372.0,17064.0,668.0,113.0,1817.0,18436.0,Private,High school,Yucatán,On-site education
2020-06-30,2019-2020,2019-08-01,5211.0,198408.0,8190.0,1201.0,8196.0,203619.0,Public,Elementary school,Yucatán,On-site education
2020-06-30,2019-2020,2019-08-01,1619.0,93734.0,3488.0,543.0,7541.0,95353.0,Public,Middle school,Yucatán,On-site education
2020-06-30,2019-2020,2019-08-01,5228.0,71432.0,2807.0,337.0,4880.0,76660.0,Public,High school,Yucatán,On-site education
2021-06-30,2020-2021,2020-08-01,199.0,1627.0,14.0,5.0,44.0,1826.0,Public,High school,Yucatán,Remote schooling
2021-06-30,2020-2021,2020-08-01,14.0,22750.0,1276.0,186.0,1276.0,22764.0,Private,Elementary school,Yucatán,On-site education
2021-06-30,2020-2021,2020-08-01,23.0,11681.0,529.0,116.0,1394.0,11704.0,Private,Middle school,Yucatán,On-site education
2021-06-30,2020-2021,2020-08-01,1301.0,14354.0,596.0,110.0,1700.0,15655.0,Private,High school,Yucatán,On-site education
2021-06-30,2020-2021,2020-08-01,2863.0,203004.0,8216.0,1204.0,8222.0,205867.0,Public,Elementary school,Yucatán,On-site education
2021-06-30,2020-2021,2020-08-01,778.0,95023.0,3501.0,541.0,7357.0,95801.0,Public,Middle school,Yucatán,On-site education
2021-06-30,2020-2021,2020-08-01,2792.0,72740.0,2467.0,338.0,5035.0,75532.0,Public,High school,Yucatán,On-site education
2020-06-30,2019-2020,2019-08-01,,16831.0,1072.0,307.0,1067.0,16831.0,Private,Pre-school,Yucatán,On-site education
2020-06-30,2019-2020,2019-08-01,,3788.0,224.0,37.0,82.0,3788.0,Private,Nursery school,Yucatán,On-site education
2020-06-30,2019-2020,2019-08-01,,71126.0,3229.0,929.0,3194.0,71126.0,Public,Pre-school,Yucatán,On-site education
2020-06-30,2019-2020,2019-08-01,,4323.0,277.0,135.0,161.0,4323.0,Public,Nursery school,Yucatán,On-site education
2021-06-30,2020-2021,2020-08-01,,9921.0,832.0,286.0,821.0,9921.0,Private,Pre-school,Yucatán,On-site education
2021-06-30,2020-2021,2020-08-01,,3263.0,197.0,35.0,52.0,3263.0,Private,Nursery school,Yucatán,On-site education
2021-06-30,2020-2021,2020-08-01,,70378.0,3254.0,937.0,3227.0,70378.0,Public,Pre-school,Yucatán,On-site education
2021-06-30,2020-2021,2020-08-01,,3590.0,225.0,135.0,156.0,3590.0,Public,Nursery school,Yucatán,On-site education
2020-06-30,2019-2020,2019-08-01,0.0,4749.0,18.0,18.0,120.0,4749.0,Public,High school,Veracruz de Ignacio de la Llave,Remote schooling
2020-06-30,2019-2020,2019-08-01,233.0,47990.0,2620.0,438.0,2620.0,48223.0,Private,Elementary school,Veracruz de Ignacio de la Llave,On-site education
2020-06-30,2019-2020,2019-08-01,235.0,26683.0,1329.0,327.0,3899.0,26918.0,Private,Middle school,Veracruz de Ignacio de la Llave,On-site education
2020-06-30,2019-2020,2019-08-01,1526.0,36902.0,2323.0,411.0,5767.0,38428.0,Private,High school,Veracruz de Ignacio de la Llave,On-site education
2020-06-30,2019-2020,2019-08-01,10909.0,775142.0,42705.0,8962.0,42805.0,786051.0,Public,Elementary school,Veracruz de Ignacio de la Llave,On-site education
2020-06-30,2019-2020,2019-08-01,3312.0,358074.0,17729.0,3210.0,21735.0,361386.0,Public,Middle school,Veracruz de Ignacio de la Llave,On-site education
2020-06-30,2019-2020,2019-08-01,36.0,792.0,33.0,8.0,236.0,828.0,Public,Technical school,Veracruz de Ignacio de la Llave,On-site education
2020-06-30,2019-2020,2019-08-01,5082.0,272311.0,9548.0,1430.0,19525.0,277393.0,Public,High school,Veracruz de Ignacio de la Llave,On-site education
2021-06-30,2020-2021,2020-08-01,58.0,6109.0,20.0,19.0,120.0,6167.0,Public,High school,Veracruz de Ignacio de la Llave,Remote schooling
2021-06-30,2020-2021,2020-08-01,355.0,42832.0,2473.0,429.0,2473.0,43187.0,Private,Elementary school,Veracruz de Ignacio de la Llave,On-site education
2021-06-30,2020-2021,2020-08-01,133.0,25506.0,1294.0,321.0,3753.0,25639.0,Private,Middle school,Veracruz de Ignacio de la Llave,On-site education
2021-06-30,2020-2021,2020-08-01,1249.0,31246.0,2200.0,401.0,5517.0,32495.0,Private,High school,Veracruz de Ignacio de la Llave,On-site education
2021-06-30,2020-2021,2020-08-01,4647.0,777937.0,42626.0,8927.0,42704.0,782584.0,Public,Elementary school,Veracruz de Ignacio de la Llave,On-site education
2021-06-30,2020-2021,2020-08-01,1990.0,352948.0,17671.0,3210.0,21715.0,354938.0,Public,Middle school,Veracruz de Ignacio de la Llave,On-site education
2021-06-30,2020-2021,2020-08-01,12.0,688.0,32.0,8.0,218.0,700.0,Public,Technical school,Veracruz de Ignacio de la Llave,On-site education
2021-06-30,2020-2021,2020-08-01,13387.0,257310.0,10692.0,1436.0,19938.0,270697.0,Public,High school,Veracruz de Ignacio de la Llave,On-site education
2020-06-30,2019-2020,2019-08-01,,28320.0,1985.0,693.0,1978.0,28320.0,Private,Pre-school,Veracruz de Ignacio de la Llave,On-site education
2020-06-30,2019-2020,2019-08-01,,4673.0,364.0,90.0,231.0,4673.0,Private,Nursery school,Veracruz de Ignacio de la Llave,On-site education
2020-06-30,2019-2020,2019-08-01,,228630.0,15067.0,6955.0,15109.0,228630.0,Public,Pre-school,Veracruz de Ignacio de la Llave,On-site education
2020-06-30,2019-2020,2019-08-01,,2038.0,139.0,77.0,122.0,2038.0,Public,Nursery school,Veracruz de Ignacio de la Llave,On-site education
2021-06-30,2020-2021,2020-08-01,,17046.0,1585.0,648.0,1582.0,17046.0,Private,Pre-school,Veracruz de Ignacio de la Llave,On-site education
2021-06-30,2020-2021,2020-08-01,,3395.0,314.0,76.0,233.0,3395.0,Private,Nursery school,Veracruz de Ignacio de la Llave,On-site education
2021-06-30,2020-2021,2020-08-01,,210842.0,14968.0,6925.0,14933.0,210842.0,Public,Pre-school,Veracruz de Ignacio de la Llave,On-site education
2021-06-30,2020-2021,2020-08-01,,1605.0,136.0,76.0,118.0,1605.0,Public,Nursery school,Veracruz de Ignacio de la Llave,On-site education
2020-06-30,2019-2020,2019-08-01,0.0,980.0,6.0,5.0,19.0,980.0,Public,High school,Tlaxcala,Remote schooling
2020-06-30,2019-2020,2019-08-01,24.0,15192.0,840.0,127.0,840.0,15216.0,Private,Elementary school,Tlaxcala,On-site education
2020-06-30,2019-2020,2019-08-01,31.0,5345.0,253.0,65.0,739.0,5376.0,Private,Middle school,Tlaxcala,On-site education
2020-06-30,2019-2020,2019-08-01,3.0,403.0,22.0,7.0,86.0,406.0,Private,Technical school,Tlaxcala,On-site education
2020-06-30,2019-2020,2019-08-01,47.0,5936.0,278.0,62.0,906.0,5983.0,Private,High school,Tlaxcala,On-site education
2020-06-30,2019-2020,2019-08-01,168.0,137496.0,5287.0,651.0,5295.0,137664.0,Public,Elementary school,Tlaxcala,On-site education
2020-06-30,2019-2020,2019-08-01,535.0,68485.0,2444.0,317.0,4434.0,69020.0,Public,Middle school,Tlaxcala,On-site education
2020-06-30,2019-2020,2019-08-01,589.0,49542.0,1373.0,135.0,3956.0,50131.0,Public,High school,Tlaxcala,On-site education
2021-06-30,2020-2021,2020-08-01,0.0,1015.0,0.0,5.0,18.0,1015.0,Public,High school,Tlaxcala,Remote schooling
2021-06-30,2020-2021,2020-08-01,8.0,12927.0,773.0,127.0,758.0,12935.0,Private,Elementary school,Tlaxcala,On-site education
2021-06-30,2020-2021,2020-08-01,7.0,4964.0,246.0,66.0,730.0,4971.0,Private,Middle school,Tlaxcala,On-site education
2021-06-30,2020-2021,2020-08-01,0.0,294.0,21.0,7.0,83.0,294.0,Private,Technical school,Tlaxcala,On-site education
2021-06-30,2020-2021,2020-08-01,22.0,5280.0,249.0,60.0,863.0,5302.0,Private,High school,Tlaxcala,On-site education
2021-06-30,2020-2021,2020-08-01,78.0,138680.0,5287.0,653.0,5302.0,138758.0,Public,Elementary school,Tlaxcala,On-site education
2021-06-30,2020-2021,2020-08-01,96.0,69691.0,2467.0,322.0,4318.0,69787.0,Public,Middle school,Tlaxcala,On-site education
2021-06-30,2020-2021,2020-08-01,263.0,51063.0,1443.0,135.0,4147.0,51326.0,Public,High school,Tlaxcala,On-site education
2020-06-30,2019-2020,2019-08-01,,8700.0,551.0,175.0,552.0,8700.0,Private,Pre-school,Tlaxcala,On-site education
2020-06-30,2019-2020,2019-08-01,,403.0,41.0,9.0,2.0,403.0,Private,Nursery school,Tlaxcala,On-site education
2020-06-30,2019-2020,2019-08-01,,43285.0,1885.0,653.0,1903.0,43285.0,Public,Pre-school,Tlaxcala,On-site education
2020-06-30,2019-2020,2019-08-01,,1307.0,92.0,47.0,45.0,1307.0,Public,Nursery school,Tlaxcala,On-site education
2021-06-30,2020-2021,2020-08-01,,5535.0,419.0,168.0,417.0,5535.0,Private,Pre-school,Tlaxcala,On-site education
2021-06-30,2020-2021,2020-08-01,,312.0,36.0,9.0,0.0,312.0,Private,Nursery school,Tlaxcala,On-site education
2021-06-30,2020-2021,2020-08-01,,43327.0,1882.0,651.0,1899.0,43327.0,Public,Pre-school,Tlaxcala,On-site education
2021-06-30,2020-2021,2020-08-01,,1114.0,89.0,44.0,45.0,1114.0,Public,Nursery school,Tlaxcala,On-site education
2020-06-30,2019-2020,2019-08-01,0.0,551.0,18.0,6.0,61.0,551.0,Private,High school,Tamaulipas,Remote schooling
2020-06-30,2019-2020,2019-08-01,0.0,3063.0,13.0,14.0,60.0,3063.0,Public,High school,Tamaulipas,Remote schooling
2020-06-30,2019-2020,2019-08-01,176.0,37117.0,1932.0,321.0,1932.0,37293.0,Private,Elementary school,Tamaulipas,On-site education
2020-06-30,2019-2020,2019-08-01,51.0,17361.0,831.0,183.0,1920.0,17412.0,Private,Middle school,Tamaulipas,On-site education
2020-06-30,2019-2020,2019-08-01,341.0,830.0,69.0,13.0,227.0,1171.0,Private,Technical school,Tamaulipas,On-site education
